"","iso2c","country","year","EG.ELC.ACCS.ZS","IT.NET.USER.ZS","IC.BUS.DFRN.XQ","SP.DYN.LE00.IN","NY.GDP.MKTP.KD.ZG","NY.GDP.MKTP.CD","SH.MED.BEDS.ZS","SP.POP.TOTL","EG.CFT.ACCS.ZS","SG.VAW.REAS.ZS","SG.LAW.INDX","SP.M18.2024.FE.ZS","EN.ATM.CO2E.PC","SH.DYN.AIDS.ZS","SL.UEM.TOTL.NE.ZS","SE.PRM.CMPT.ZS","SE.PRM.CMPT.FE.ZS","SE.ADT.LITR.ZS","SE.COM.DURS","NY.GDP.PETR.RT.ZS","per_sa_allsa.adq_pop_tot","SI.DST.10TH.10","SI.DST.FRST.10","SG.GEN.PARL.ZS","SI.POV.MDIM.IT","NE.TRD.GNFS.ZS","SL.TLF.0714.ZS","SG.VAW.1549.ZS","MS.MIL.XPND.GD.ZS","IC.LGL.CRED.XQ","SI.POV.GINI","SG.LAW.NODC.HR","SL.TLF.CACT.ZS","SG.HLD.HEAD.EQ","iso3c","region","capital","longitude","latitude","income","lending"
"1037","BR","Brazil",2020,NA,NA,NA,NA,-4.05904827267295,1444733258971.65,NA,212559409,NA,NA,85,NA,NA,0.6,13.69,NA,NA,NA,NA,NA,NA,NA,NA,14.6198830409357,NA,32.3542958798965,NA,NA,1.43916822562215,NA,NA,1,59.24,1,"BRA","Latin America & Caribbean","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"1038","BR","Brazil",1995,91.728598,0.105138168,NA,68.318,4.41673135543732,769305386182.849,NA,162019889,NA,NA,50.625,NA,1.49055774257443,0.2,6.42,NA,NA,NA,NA,0.347851403292223,NA,47.5,0.8,NA,NA,16.9844599991956,NA,NA,1.86213698033379,NA,59.6,0,63.77,0,"BRA","Latin America & Caribbean","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"1039","BR","Brazil",1996,92.867095,0.450789179,NA,68.695,2.20753552677458,850426432991.742,3.1099998951,164614682,NA,NA,50.625,23.7,1.597062891389,0.3,7.25,NA,NA,NA,NA,0.477631043927364,NA,47.4,0.7,NA,NA,15.6355914758682,NA,NA,1.65484349950291,NA,59.9,0,62.41,0,"BRA","Latin America & Caribbean","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"1040","BR","Brazil",1997,93.354139,0.786079155,NA,69.061,3.39484598484418,883199625324.675,NA,167209046,NA,NA,50.625,NA,1.6835811622297,0.3,8.16,NA,NA,NA,NA,0.417701964011495,NA,47.4,0.7,6.62768031189084,NA,16.5762092613247,NA,NA,1.57768831551774,NA,59.8,0,63.08,0,"BRA","Latin America & Caribbean","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"1041","BR","Brazil",1994,91.8837280273438,0.037672709,NA,67.932,5.33455170168176,558111997497.263,NA,159432717,NA,NA,50.625,NA,1.39695292278059,0.2,NA,NA,NA,NA,NA,0.421958964386819,NA,NA,NA,NA,NA,19.3329054571035,NA,NA,2.016007789121,NA,NA,0,63.35,0,"BRA","Latin America & Caribbean","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"1042","BR","Brazil",1999,94.76296,2.038732184,NA,69.769,0.467937567378257,599388579985.673,NA,172318674,NA,NA,56.875,NA,1.74455845685071,0.3,10.21,NA,NA,NA,8,0.753978123754768,NA,47,0.8,5.65302144249513,NA,20.9821664782285,NA,NA,1.64547466656987,NA,59,1,63.86,0,"BRA","Latin America & Caribbean","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"1043","BR","Brazil",2013,99.575151,51.04,NA,74.483,3.00484630505706,2472806919901.67,2.25,201035904,94.77,NA,81.875,NA,2.40185952057599,0.5,6.98,NA,NA,91.4842376708984,14,1.85493944914679,NA,41.8,1.2,8.57699805068226,NA,25.7859760796861,3.215266,NA,1.32944608407492,2,52.8,1,64.17,1,"BRA","Latin America & Caribbean","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"1044","BR","Brazil",2014,99.650247,54.55100188,NA,74.745,0.503955740242247,2455993625159.37,2.22,202763744,95.1,NA,81.875,NA,2.49936201612059,0.5,6.66,NA,NA,91.7294311523438,14,1.86746966097789,NA,41.2,1.2,9.94152046783626,NA,24.68540581659,3.53264903343174,NA,1.330244423168,2,52.1,1,63.9,1,"BRA","Latin America & Caribbean","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"1045","BR","Brazil",1988,NA,NA,NA,65.553,-0.102672718383729,330397381998.489,NA,143627505,NA,NA,33.125,NA,1.45768526717776,NA,3.79,NA,NA,NA,NA,0.528933988075014,NA,49.2,0.6,NA,NA,16.5807547623932,NA,NA,2.1180722049862,NA,61.4,0,NA,0,"BRA","Latin America & Caribbean","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"1046","BR","Brazil",1990,87.475116,0,NA,66.343,-3.10235594875007,461951782000,3.3452999592,149003225,NA,NA,50.625,NA,1.33057522748249,0.2,3.69,NA,NA,NA,NA,0.8888278358975,NA,48.1,0.8,NA,NA,15.1617555617525,NA,NA,2.36384102519699,NA,60.5,0,62.02,0,"BRA","Latin America & Caribbean","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"1047","BR","Brazil",2004,96.765107,19.07367227,NA,71.531,5.75996463871775,669316654017.094,NA,184006479,90.3,NA,79.375,NA,1.77580703557726,0.4,9.11,100.684646606445,NA,88.6162414550781,8,2.01210949741776,NA,44.5,0.9,8.57699805068226,NA,29.6782524787535,7,NA,1.46126840890621,NA,56.5,1,65.74,1,"BRA","Latin America & Caribbean","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"1048","BR","Brazil",2005,97.093513,21.02274725,NA,71.896,3.20213137990235,891630177251.068,2.52,186127108,91.04,NA,79.375,NA,1.77572199746423,0.4,9.57,NA,NA,NA,8,2.49931349540251,NA,44.6,1,8.57699805068226,NA,27.0867952089385,NA,NA,1.52401339252107,NA,56.3,1,66.37,1,"BRA","Latin America & Caribbean","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"1049","BR","Brazil",2006,97.594314,28.17838018,NA,72.26,3.96198872184988,1107640289615.23,2.48,188167353,91.67,NA,79.375,26.2,1.77490938079997,0.4,8.64,NA,NA,89.6152267456055,8,2.50783554546055,NA,44.1,1,8.7719298245614,NA,26.0416998822356,NA,NA,1.48108489489303,NA,55.6,1,65.96,1,"BRA","Latin America & Caribbean","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"1050","BR","Brazil",2007,98.125382,30.88,NA,72.618,6.0698706077184,1397084349956.35,2.47,190130445,92.17,NA,81.875,NA,1.84883593997795,0.4,8.33,NA,NA,90.0093688964844,8,2.0794199711598,NA,43.2,1,8.96686159844054,NA,25.2926113700037,6.1,NA,1.46629209992902,NA,54.9,1,65.65,1,"BRA","Latin America & Caribbean","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"1051","BR","Brazil",2008,98.526625,33.83,NA,72.966,5.09419544732717,1695824565983.2,2.44,192030362,92.73,NA,81.875,NA,1.9380268626479,0.4,7.34,NA,NA,90.03662109375,8,2.42249871499825,NA,42.5,1,8.96686159844054,NA,27.2575694188187,5.2,NA,1.44192409343118,NA,54,1,65.64,1,"BRA","Latin America & Caribbean","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"1052","BR","Brazil",2009,98.856938,39.22,NA,73.3,-0.125811999414864,1667019783585.08,2.43,193886505,93.27,NA,81.875,NA,1.80946064296739,0.5,8.52,NA,NA,90.298210144043,8,1.32026422582557,9.42544500233656,42.2,1,8.7719298245614,NA,22.1059755993695,5,NA,1.53862569660074,NA,53.7,1,65.85,1,"BRA","Latin America & Caribbean","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"1053","BR","Brazil",2010,99.3521728515625,40.65,NA,73.619,7.52822583005563,2208871646202.82,2.37,195713637,93.66,NA,81.875,NA,2.03220381623177,0.5,NA,NA,NA,90.3791809082031,8,1.50085265012024,NA,NA,NA,8.57699805068226,NA,22.7721781120049,NA,NA,1.53940698112515,NA,NA,1,64.73,1,"BRA","Latin America & Caribbean","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"1054","BR","Brazil",1998,94.193812,1.477874959,NA,69.419,0.338097902952427,863723411632.917,NA,169785253,NA,NA,50.625,NA,1.71251622188884,0.3,9.42,NA,NA,NA,8,0.253128160007389,NA,47.6,0.7,6.62768031189084,NA,16.4385849312059,NA,NA,1.66229191975824,NA,59.6,0,63.28,0,"BRA","Latin America & Caribbean","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"1055","BR","Brazil",2012,99.519494,48.56,NA,74.209,1.92115031836305,2465188674415.03,2.27,199287292,94.48,NA,81.875,NA,2.26687811082304,0.5,7.19,NA,NA,91.3378524780273,8,2.00920306226434,9.09803054162119,42.6,1.1,8.57699805068226,NA,25.1142943781206,NA,NA,1.37865646470437,NA,53.5,1,64.29,1,"BRA","Latin America & Caribbean","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"1056","BR","Brazil",2017,99.8,67.47128452,55.6207,75.456,1.32286905485741,2063507864886.88,2.09,207833825,NA,NA,81.875,NA,2.16442150357383,0.5,12.82,NA,NA,93.0758209228516,14,1.23533807389309,19.9699857556824,42,1,10.7212475633528,NA,24.3197343731565,NA,NA,1.41448561149999,2,53.3,1,64.06,1,"BRA","Latin America & Caribbean","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"1057","BR","Brazil",2018,99.7,70.43428254,58.59449,75.672,1.78366676136979,1916947014067.55,NA,209469320,NA,NA,81.875,NA,2.04187419904738,0.5,12.33,NA,NA,93.2275009155273,14,2.05380627090789,20.4182962700476,42.5,1,15.009746588694,NA,28.876203377402,NA,NA,1.49420335261882,2,53.9,1,64.05,1,"BRA","Latin America & Caribbean","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"1058","BR","Brazil",2002,96.652996,9.149425086,NA,70.813,3.05346185795257,507962487700.024,2.59,179537523,88.8,NA,79.375,NA,1.76720718153163,0.4,9.37,114.199432373047,NA,NA,8,1.64931577383532,NA,46.1,0.9,6.23781676413255,NA,27.6183574022309,NA,NA,1.89577119915617,NA,58.1,1,65.03,1,"BRA","Latin America & Caribbean","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"1059","BR","Brazil",2003,96.980098,13.2075861,NA,71.17,1.14082899810009,558319920831.979,2.42,181809244,89.55,NA,79.375,NA,1.70150864276186,0.4,9.99,109.366607666016,NA,NA,8,1.82374728030745,NA,45.4,0.8,8.57699805068226,NA,28.1403847231593,NA,NA,1.50347763554507,NA,57.6,1,65.05,1,"BRA","Latin America & Caribbean","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"1060","BR","Brazil",1986,NA,NA,NA,64.782,7.98829510486276,268137224729.722,NA,138108915,NA,NA,33.125,21.8,1.44004760300955,NA,2.37,NA,NA,NA,NA,0.566057404935855,NA,46.6,0.9,NA,NA,15.1711652325925,NA,NA,1.22038872750142,NA,58.5,0,NA,0,"BRA","Latin America & Caribbean","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"1061","BR","Brazil",1984,NA,NA,NA,64.039,5.26914314976867,209023912696.839,NA,132383569,NA,NA,33.125,NA,1.27513315493103,NA,4.04,NA,NA,NA,NA,1.41501024511509,NA,46.5,0.9,NA,NA,21.4719722116083,NA,NA,1.19954104516533,NA,58.4,0,NA,0,"BRA","Latin America & Caribbean","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"1062","BR","Brazil",1985,NA,NA,NA,64.406,7.94586174871235,222942790435.299,NA,135274083,NA,NA,33.125,NA,1.33986351990277,NA,3.38,NA,NA,NA,NA,1.51772092437183,NA,42.5,0.9,NA,NA,19.343274227025,NA,NA,1.42952312218953,NA,55.6,0,NA,0,"BRA","Latin America & Caribbean","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"1063","BR","Brazil",2011,99.328691,45.69,NA,73.921,3.97442540583816,2616200980392.16,2.31,197514541,94.07,NA,81.875,NA,2.11184451477929,0.5,6.92,NA,NA,91.4112396240234,8,1.99161326276229,8.30441828272541,41.7,1.1,8.57699805068226,NA,23.934410646605,4.2,NA,1.41185115924524,NA,52.9,1,63.59,1,"BRA","Latin America & Caribbean","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"1064","BR","Brazil",2015,99.710902,58.32795173,55.61506,74.994,-3.54576339269425,1802214373741.32,2.15,204471759,95.38,NA,81.875,NA,2.34736573083425,0.5,8.43,NA,NA,92.0478973388672,14,1.07608434602048,17.2683792834211,40.9,1.2,9.94152046783626,NA,26.9536426160569,2.54,NA,1.36551715396161,2,51.9,1,64.05,1,"BRA","Latin America & Caribbean","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"1065","BR","Brazil",1989,NA,NA,NA,65.947,3.27945885796423,425595310000,NA,146328305,NA,NA,41.25,NA,1.46263195627121,NA,2.97,NA,NA,NA,NA,0.655539282232264,NA,51.2,0.6,NA,NA,14.3908776604293,NA,NA,2.68625,NA,63.3,0,NA,0,"BRA","Latin America & Caribbean","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"1066","BR","Brazil",2016,99.7,60.87254007,55.22357,75.23,-3.27591690782192,1795700168991.49,2.11,206163056,95.59,NA,81.875,NA,2.14349752363003,0.5,11.6,NA,NA,92.8084411621094,14,0.820121600810678,19.0835351209064,42,1.1,9.94152046783626,NA,24.5336980295177,NA,NA,1.34797541299482,2,53.3,1,63.79,1,"BRA","Latin America & Caribbean","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"1067","BS","Bahamas, The",1983,NA,NA,NA,67.962,3.59705186796602,1732800000,NA,225095,NA,NA,58.75,NA,8.95999466891757,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,124.584487534626,NA,NA,NA,NA,NA,0,NA,1,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"1068","BS","Bahamas, The",1990,100,0,NA,70.199,-1.5962490864956,3.166e+09,4,256227,NA,NA,64.375,NA,6.94696499588256,1.4,7.77,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,110.120025268478,NA,NA,NA,NA,NA,0,72.02,1,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"1069","BS","Bahamas, The",1991,100,0,NA,70.518,-4.18178478140044,3111160000,NA,261007,NA,NA,64.375,NA,7.20287195362577,1.6,12.17,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,106.118618136001,NA,NA,NA,NA,NA,0,72.85,1,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"1070","BS","Bahamas, The",1982,NA,NA,NA,67.769,6.69889775608125,1578300000,NA,220182,NA,NA,56.25,NA,10.2757673197627,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,125.337388329215,NA,NA,NA,NA,NA,0,NA,1,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"1071","BS","Bahamas, The",1989,NA,NA,NA,69.854,6.72732979931727,3.062e+09,NA,251738,NA,NA,64.375,NA,7.7349347337311,NA,11.59,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,111.000326583932,NA,NA,NA,NA,NA,0,NA,1,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"1072","BS","Bahamas, The",1984,NA,NA,NA,68.196,14.1711486244798,2041100000,NA,229913,NA,NA,58.75,NA,8.07045273646988,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,121.895056587134,NA,NA,NA,NA,NA,0,NA,1,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"1073","BS","Bahamas, The",1987,NA,NA,NA,69.139,2.9845193449047,2713999900,NA,243265,NA,NA,61.875,NA,5.84874930631205,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,117.126017580178,NA,NA,NA,NA,NA,0,NA,1,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"1074","BS","Bahamas, The",1988,NA,NA,NA,69.496,2.30970766083306,2817900000,NA,247451,NA,NA,64.375,NA,6.22402010903169,NA,11.02,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"1075","BS","Bahamas, The",1995,100,0.960030721,NA,71.451,4.37875209047469,3.429e+09,3.6,280179,NA,NA,73.125,NA,7.4238254829948,2,10.83,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,104.465441819773,NA,NA,NA,NA,NA,0,75.16,1,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"1076","BS","Bahamas, The",1996,100,1.746950698,NA,71.589,4.22353042530401,3.609e+09,3.9400000572,283980,NA,NA,73.125,NA,6.93710824705965,2,11.46,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,105.856747021336,NA,NA,NA,NA,NA,0,75.16,1,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"1077","BS","Bahamas, The",1997,100,1.362953903,NA,71.698,6.87573942008358,6332360000,NA,287363,NA,NA,73.125,NA,6.15945685422271,2,9.76,NA,NA,NA,NA,0,NA,NA,NA,15,NA,79.7348855718879,NA,NA,NA,NA,NA,0,75.11,1,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"1078","BS","Bahamas, The",1994,100,0,NA,71.276,3.14891561997803,3.259e+09,NA,275849,NA,NA,73.125,NA,7.39535035472306,1.9,13.83,86.3255004882813,NA,NA,NA,0,NA,NA,NA,NA,NA,104.401963792574,NA,NA,NA,NA,NA,0,75.06,1,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"1079","BS","Bahamas, The",1999,100,3.764557822,NA,71.858,12.1975182853608,7683870000,NA,294063,NA,NA,73.125,NA,7.58340899739172,2,7.45,82.1727523803711,84.2463302612305,NA,12,0,NA,NA,NA,15,NA,75.7027383336782,NA,NA,NA,NA,NA,0,74.98,1,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"1080","BS","Bahamas, The",2000,100,8,NA,71.914,4.14923404577348,8076470000,3.5,298045,100,NA,73.125,NA,7.1801238068077,2,NA,NA,NA,NA,12,0,NA,NA,NA,15,NA,79.6449438925669,NA,NA,NA,NA,NA,0,74.9,1,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"1081","BS","Bahamas, The",2001,100,11.8,NA,71.954,2.62515959600154,8317830000,3.4,302618,100,NA,73.125,NA,7.03857668744093,1.9,6.87,NA,NA,NA,12,0,NA,NA,NA,15,NA,72.5008806383396,NA,NA,NA,NA,NA,0,75.05,1,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"1082","BS","Bahamas, The",1998,100,2.33559071,NA,71.786,-4.50359662230254,6833220000,NA,290600,NA,NA,73.125,NA,7.8114246386786,2,7.65,NA,NA,NA,12,0,NA,NA,NA,15,NA,77.7261671656993,NA,NA,NA,NA,NA,0,75.05,1,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"1083","BS","Bahamas, The",2003,100,20,NA,71.986,-1.26452629505613,8870090000,3.4,313123,100,NA,81.25,NA,7.18567463903961,1.8,10.84,NA,NA,NA,12,0,NA,NA,NA,20,NA,71.063540505226,NA,NA,NA,NA,NA,1,75.19,1,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"1084","BS","Bahamas, The",2004,100,22,NA,71.988,0.882740185126082,9055290000,3.4,318893,100,NA,81.25,NA,6.77343184077418,1.8,10.2,NA,NA,NA,12,0,NA,NA,NA,20,NA,76.0019833710461,NA,NA,NA,NA,NA,1,75.13,1,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"1085","BS","Bahamas, The",1992,100,0,NA,70.807,-3.82558196958198,3.109e+09,NA,266028,NA,NA,73.125,NA,9.51027711368728,1.7,14.81,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,101.461563203602,NA,NA,NA,NA,NA,0,73.66,1,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"1086","BS","Bahamas, The",2002,100,18,NA,71.977,2.70467096878603,8881160000,3.4000000954,307657,100,NA,81.25,NA,7.41085039508284,1.8,9.05,NA,NA,NA,12,0,NA,NA,NA,NA,NA,70.2779817050926,NA,NA,NA,NA,NA,1,75.17,1,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"1087","BS","Bahamas, The",2007,100,27,NA,71.998,1.44673388864534,10618340000,3.2,337387,100,NA,81.25,NA,6.13538755198037,1.8,7.88,96.387077331543,94.134521484375,NA,12,0,NA,NA,NA,12.1951219512195,NA,88.0128155625079,NA,NA,NA,NA,NA,1,75.33,1,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"1088","BS","Bahamas, The",2008,100,31.54,NA,72.022,-2.32350723624928,1.0526e+10,3.2,343680,100,NA,81.25,NA,6.13943202979516,1.7,8.18,92.2822494506836,92.5236587524414,NA,12,0,NA,NA,NA,12.1951219512195,NA,87.4292228766863,NA,NA,NA,NA,NA,1,75.34,1,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"1089","BS","Bahamas, The",2009,100,33.88,NA,72.067,-4.17580555581704,9981960000,3.2,349600,100,NA,81.25,NA,17.2196796338673,1.7,14.25,90.4650115966797,91.0686264038086,NA,12,0,NA,NA,NA,12.1951219512195,NA,76.5210439633098,NA,NA,NA,NA,NA,1,75.3,1,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"1090","BS","Bahamas, The",2010,100,43,NA,72.144,1.53838597180609,10095760000,2.92,354936,100,NA,81.25,NA,5.86021141839656,1.7,NA,82.4061126708984,82.6791305541992,NA,12,0,NA,NA,NA,12.1951219512195,NA,78.6756024311196,NA,NA,NA,NA,NA,1,75.29,1,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"1091","BS","Bahamas, The",2011,100,65,NA,72.263,0.613384158434997,10070450000,2.9,359583,100,NA,81.25,NA,6.73001782620424,1.7,14.52,89.739616394043,91.4294586181641,NA,12,0,NA,NA,NA,12.1951219512195,NA,88.3336891598687,NA,NA,NA,NA,NA,1,75.26,1,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"1092","BS","Bahamas, The",2012,100,71.74820281,NA,72.424,3.0866868599452,10720500000,2.86,363581,100,NA,81.25,NA,10.0115242545678,1.6,14.02,89.3227996826172,87.8553771972656,NA,12,0,NA,NA,NA,13.1578947368421,NA,84.2507345739471,NA,NA,NA,NA,NA,1,75.34,1,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"1093","BS","Bahamas, The",2013,100,72,NA,72.62,-2.67897952520872,10568400000,2.85,367162,100,NA,81.25,NA,8.47037547458615,1.5,16.18,79.2159271240234,79.0142593383789,NA,12,0,NA,NA,NA,13.1578947368421,NA,84.9352787555354,NA,NA,NA,6,NA,1,75.43,1,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"1094","BS","Bahamas, The",2014,100,76.92,NA,72.847,1.05431646746474,11111600000,2.76,370625,100,NA,81.25,NA,7.06913996627319,1.5,13.8,80.0656661987305,80.0747222900391,NA,12,0,NA,NA,NA,13.1578947368421,NA,86.7732819755931,NA,NA,NA,6,NA,1,75.54,1,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"1095","BS","Bahamas, The",2015,100,78,57.10881,73.088,0.230478123547655,11710800000,2.83,374200,100,NA,81.25,NA,6.33351149118119,1.4,12,85.2286987304688,87.0243301391602,NA,12,0,NA,NA,NA,13.1578947368421,NA,76.1732759504048,NA,NA,NA,6,NA,1,75.62,1,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"1096","BS","Bahamas, The",2016,100,80,56.94715,73.329,1.44403648889057,11928500000,NA,377923,100,NA,81.25,NA,5.7948312222331,1.4,12.7,77.4233932495117,77.3208694458008,NA,12,0,NA,NA,NA,13.1578947368421,NA,73.9212809657543,NA,NA,NA,6,NA,1,75.66,1,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"1097","BS","Bahamas, The",2017,100,85,58.61968,73.554,3.11561351467324,12490700000,2.96,381749,NA,NA,81.25,NA,5.6319728407933,1.3,9.8,NA,NA,NA,12,0,NA,NA,NA,12.8205128205128,NA,76.3391963620934,NA,NA,NA,6,NA,1,75.66,1,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"1098","BS","Bahamas, The",2005,100,25,NA,71.987,3.39526008245915,9836200000,NA,324848,100,NA,81.25,NA,6.21829286312368,1.8,10.2,101.865493774414,102.064903259277,NA,12,0,NA,NA,NA,20,NA,81.3962709176308,NA,NA,NA,NA,NA,1,75.07,1,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"1099","BS","Bahamas, The",2006,100,26,NA,71.988,2.51685393258427,10167250000,3.2,331032,100,NA,81.25,NA,6.10212909930158,1.8,7.54,95.8360290527344,93.4845962524414,NA,12,0,NA,NA,NA,20,NA,87.5507143032777,NA,NA,NA,NA,NA,1,75.22,1,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"1100","BS","Bahamas, The",2018,100,NA,59.38844,73.752,3.02599916773715,13022100000,NA,385635,NA,NA,81.25,NA,5.86046391017413,1.3,10,76.4586334228516,74.8517913818359,NA,12,0,NA,NA,NA,12.8205128205128,NA,77.7977438354797,NA,NA,NA,6,NA,1,75.64,1,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"1101","BS","Bahamas, The",2019,100,NA,59.87155,73.918,1.21787385742007,13578800000,NA,389486,NA,NA,81.25,NA,NA,1.2,NA,NA,NA,NA,12,0,NA,NA,NA,12.8205128205128,NA,75.9198161840516,NA,NA,NA,6,NA,1,75.61,1,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"1102","BS","Bahamas, The",1981,NA,NA,NA,67.615,-9.22640507988643,1426500000,NA,215321,NA,NA,56.25,NA,13.0112158126704,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,129.75113915177,NA,NA,NA,NA,NA,0,NA,1,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"1103","BS","Bahamas, The",1980,NA,NA,NA,67.488,6.49528192139537,1335300000,4.4047999382019,210589,NA,NA,56.25,NA,37.9430692011454,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,133.258443795402,NA,NA,NA,NA,NA,0,NA,1,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"1104","BS","Bahamas, The",2020,NA,NA,NA,NA,-16.2777382584104,1.125e+10,NA,393248,NA,NA,81.25,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.8205128205128,NA,NA,NA,NA,NA,NA,NA,1,71.74,1,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"1105","BS","Bahamas, The",1986,NA,NA,NA,68.793,1.79700022744103,2472500000,NA,239020,NA,NA,61.875,NA,5.90659777424483,NA,12.09,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,121.72295247725,NA,NA,NA,NA,NA,0,NA,1,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
